feature,signal,fold_id,model_role,model_name
num__tracked_curr,4758.80029296875,1,stage2,xgb_regressor
cat__location_26039,3550.609619140625,1,stage2,xgb_regressor
num__tracked_lag_48,2581.5380859375,1,stage2,xgb_regressor
num__tracked_lag_24,1930.779541015625,1,stage2,xgb_regressor
num__out_roll_max_6,976.5968627929688,1,stage2,xgb_regressor
cat__location_26161,879.6185913085938,1,stage2,xgb_regressor
num__out_curr,873.321044921875,1,stage2,xgb_regressor
num__out_roll_sum_6,867.0552368164062,1,stage2,xgb_regressor
cat__location_26129,779.1891479492188,1,stage2,xgb_regressor
cat__location_26103,772.8682250976562,1,stage2,xgb_regressor
cat__location_26085,758.5392456054688,1,stage2,xgb_regressor
num__cape_1_roll_mean_6,622.0042724609375,1,stage2,xgb_regressor
num__tracked_roll_mean_6,529.8421020507812,1,stage2,xgb_regressor
cat__location_26121,510.4498596191406,1,stage2,xgb_regressor
num__sdlwrf_lag_24,479.8550720214844,1,stage2,xgb_regressor
cat__location_26111,462.6487731933594,1,stage2,xgb_regressor
num__gh_4_lag_48,444.5628967285156,1,stage2,xgb_regressor
cat__location_26145,440.1952209472656,1,stage2,xgb_regressor
num__origin_dow_cos,439.6905822753906,1,stage2,xgb_regressor
cat__location_26059,433.92279052734375,1,stage2,xgb_regressor
