feature,signal,fold_id,model_role,model_name
num__tracked_lag_48,10798.8115234375,1,stage1,xgb_classifier
num__out_curr,6174.18017578125,1,stage1,xgb_classifier
num__tracked_roll_mean_6,5855.71435546875,1,stage1,xgb_classifier
num__out_nonzero_rate_6,4787.349609375,1,stage1,xgb_classifier
cat__location_26061,4311.85009765625,1,stage1,xgb_classifier
cat__location_26103,3185.435302734375,1,stage1,xgb_classifier
num__sh2_roll_mean_6,2709.6337890625,1,stage1,xgb_classifier
num__sdlwrf_lag_24,2389.3720703125,1,stage1,xgb_classifier
num__d2m_lag_24,2159.2119140625,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,1574.219482421875,1,stage1,xgb_classifier
num__pwat_roll_mean_6,1530.4541015625,1,stage1,xgb_classifier
cat__location_26151,1307.669677734375,1,stage1,xgb_classifier
cat__location_26059,1248.09619140625,1,stage1,xgb_classifier
num__out_lag_24,1232.752685546875,1,stage1,xgb_classifier
cat__location_26087,1193.88623046875,1,stage1,xgb_classifier
num__out_lag_48,1116.88330078125,1,stage1,xgb_classifier
cat__location_26041,1019.01806640625,1,stage1,xgb_classifier
cat__location_26075,962.1520385742188,1,stage1,xgb_classifier
cat__location_26121,953.895751953125,1,stage1,xgb_classifier
num__sdlwrf_lag_48,919.626708984375,1,stage1,xgb_classifier
