feature,signal,fold_id,model_role,model_name
cat__location_26039,4.501405252701201,1,stage2,elasticnet_regression
cat__location_26085,2.3573584766533506,1,stage2,elasticnet_regression
cat__location_26097,1.420921518257224,1,stage2,elasticnet_regression
cat__location_26003,1.227682748137568,1,stage2,elasticnet_regression
cat__location_26047,1.1281453263565908,1,stage2,elasticnet_regression
cat__location_26011,0.9772653244992706,1,stage2,elasticnet_regression
cat__location_26041,0.9606645897857471,1,stage2,elasticnet_regression
cat__location_26109,0.9453028799042276,1,stage2,elasticnet_regression
cat__location_26113,0.9131620735328685,1,stage2,elasticnet_regression
cat__location_26079,0.8808686984742147,1,stage2,elasticnet_regression
cat__location_26107,0.8418411194682862,1,stage2,elasticnet_regression
cat__location_26035,0.8113319650391625,1,stage2,elasticnet_regression
cat__location_26157,0.7846089939437173,1,stage2,elasticnet_regression
cat__location_26019,0.714224084604534,1,stage2,elasticnet_regression
cat__location_26103,0.7047106761292263,1,stage2,elasticnet_regression
cat__location_26027,0.6734598950126842,1,stage2,elasticnet_regression
cat__location_26005,0.6586378908341071,1,stage2,elasticnet_regression
cat__location_26151,0.6530692783507661,1,stage2,elasticnet_regression
cat__location_26063,0.6333197393747119,1,stage2,elasticnet_regression
cat__location_26147,0.629661790559385,1,stage2,elasticnet_regression
