feature,signal,fold_id,model_role,model_name
num__tracked_lag_24,13019.486328125,1,stage2,xgb_regressor
cat__location_26039,6313.01318359375,1,stage2,xgb_regressor
num__tracked_lag_48,4008.917236328125,1,stage2,xgb_regressor
num__tracked_curr,3645.34716796875,1,stage2,xgb_regressor
cat__location_26059,2258.284423828125,1,stage2,xgb_regressor
num__out_roll_max_6,2149.435302734375,1,stage2,xgb_regressor
cat__location_26161,2110.5927734375,1,stage2,xgb_regressor
cat__location_26129,1998.33740234375,1,stage2,xgb_regressor
cat__location_26085,1346.110595703125,1,stage2,xgb_regressor
num__tracked_roll_max_6,1295.9202880859375,1,stage2,xgb_regressor
num__out_curr,1260.935791015625,1,stage2,xgb_regressor
cat__location_26121,1194.1441650390625,1,stage2,xgb_regressor
cat__location_26103,1113.015380859375,1,stage2,xgb_regressor
num__tracked_roll_mean_6,1094.1856689453125,1,stage2,xgb_regressor
num__origin_dow_sin,1093.5052490234375,1,stage2,xgb_regressor
cat__location_26139,1039.9754638671875,1,stage2,xgb_regressor
cat__location_26027,1018.1529541015625,1,stage2,xgb_regressor
num__sdlwrf_curr,956.7485961914062,1,stage2,xgb_regressor
cat__location_26123,934.387939453125,1,stage2,xgb_regressor
cat__location_26091,932.5159912109375,1,stage2,xgb_regressor
