feature,signal,fold_id,model_role,model_name
cat__location_26039,2.3138503414105047,1,stage2,elasticnet_regression
cat__location_26097,1.4881730900978771,1,stage2,elasticnet_regression
cat__location_26085,1.3795476728561857,1,stage2,elasticnet_regression
cat__location_26033,1.2675175895069277,1,stage2,elasticnet_regression
cat__location_26109,0.9087870707382738,1,stage2,elasticnet_regression
num__lai_lag_24,0.8550576076158697,1,stage2,elasticnet_regression
cat__location_26019,0.8197380841365793,1,stage2,elasticnet_regression
cat__location_26079,0.7097392296271391,1,stage2,elasticnet_regression
cat__location_26081,0.686875487533024,1,stage2,elasticnet_regression
cat__location_26119,0.671263339035091,1,stage2,elasticnet_regression
num__lai_lag_48,0.643146532512832,1,stage2,elasticnet_regression
cat__location_26063,0.6287780476150523,1,stage2,elasticnet_regression
cat__location_26099,0.5920379661225171,1,stage2,elasticnet_regression
cat__location_26161,0.5875358449741969,1,stage2,elasticnet_regression
cat__location_26005,0.5860378793405219,1,stage2,elasticnet_regression
cat__location_26153,0.5782063006392133,1,stage2,elasticnet_regression
cat__location_26071,0.5695530205704962,1,stage2,elasticnet_regression
cat__location_26139,0.5690876045809242,1,stage2,elasticnet_regression
cat__location_26013,0.5506745825331806,1,stage2,elasticnet_regression
cat__location_26041,0.5280094627639007,1,stage2,elasticnet_regression
cat__location_26085,1.541956169370379,2,stage2,elasticnet_regression
cat__location_26039,1.4819286610069276,2,stage2,elasticnet_regression
cat__location_26011,1.4492757597039727,2,stage2,elasticnet_regression
cat__location_26033,1.4222676024632985,2,stage2,elasticnet_regression
cat__location_26097,1.0244034624429836,2,stage2,elasticnet_regression
cat__location_26003,0.8794862999805468,2,stage2,elasticnet_regression
num__lai_curr,0.785483281133432,2,stage2,elasticnet_regression
cat__location_26041,0.7728584431640357,2,stage2,elasticnet_regression
cat__location_26069,0.7034584729924112,2,stage2,elasticnet_regression
cat__location_26123,0.7020412009796306,2,stage2,elasticnet_regression
cat__location_26063,0.697596865896177,2,stage2,elasticnet_regression
num__lai_lag_48,0.6868320186463144,2,stage2,elasticnet_regression
cat__location_26163,0.6832448806347373,2,stage2,elasticnet_regression
cat__location_26001,0.6670462787591688,2,stage2,elasticnet_regression
cat__location_26023,0.6347921178432294,2,stage2,elasticnet_regression
cat__location_26099,0.6191873790056155,2,stage2,elasticnet_regression
cat__location_26119,0.6165577221608224,2,stage2,elasticnet_regression
cat__location_26125,0.6153527339440504,2,stage2,elasticnet_regression
cat__location_26157,0.5995950357890588,2,stage2,elasticnet_regression
cat__location_26109,0.594783230042684,2,stage2,elasticnet_regression
