feature,signal,fold_id,model_role,model_name
num__tracked_roll_max_6,14718.51953125,1,stage2,xgb_regressor
num__tracked_curr,13277.5576171875,1,stage2,xgb_regressor
num__tracked_lag_24,13142.4755859375,1,stage2,xgb_regressor
num__tracked_roll_mean_6,11752.8916015625,1,stage2,xgb_regressor
num__out_curr,6308.708984375,1,stage2,xgb_regressor
num__tracked_lag_48,4995.24365234375,1,stage2,xgb_regressor
num__tracked_roll_sum_6,2694.055908203125,1,stage2,xgb_regressor
num__out_roll_mean_6,2594.96630859375,1,stage2,xgb_regressor
num__out_lag_24,2087.540283203125,1,stage2,xgb_regressor
num__out_roll_sum_6,1770.2740478515625,1,stage2,xgb_regressor
num__out_nonzero_rate_6,1730.733154296875,1,stage2,xgb_regressor
cat__location_26039,1640.1185302734375,1,stage2,xgb_regressor
num__vucsh_lag_48,1549.314453125,1,stage2,xgb_regressor
num__sdlwrf_curr,1503.5172119140625,1,stage2,xgb_regressor
num__vgtyp_curr,1366.63916015625,1,stage2,xgb_regressor
cat__location_26161,1303.7208251953125,1,stage2,xgb_regressor
num__orog_curr,1213.767822265625,1,stage2,xgb_regressor
num__lai_lag_48,1176.893798828125,1,stage2,xgb_regressor
num__out_lag_48,1080.4560546875,1,stage2,xgb_regressor
num__target_month,1079.2261962890625,1,stage2,xgb_regressor
num__tracked_roll_max_6,37390.30859375,2,stage2,xgb_regressor
num__tracked_curr,14765.625,2,stage2,xgb_regressor
num__pwat_lag_24,4732.24365234375,2,stage2,xgb_regressor
num__out_lag_48,4499.8671875,2,stage2,xgb_regressor
num__pwat_lag_48,3899.246826171875,2,stage2,xgb_regressor
num__tracked_lag_48,3704.195556640625,2,stage2,xgb_regressor
num__out_curr,3563.321533203125,2,stage2,xgb_regressor
num__tracked_lag_24,3365.886962890625,2,stage2,xgb_regressor
cat__location_26147,2901.744873046875,2,stage2,xgb_regressor
num__sh2_lag_24,2361.77880859375,2,stage2,xgb_regressor
cat__location_26161,2241.60693359375,2,stage2,xgb_regressor
num__pwat_curr,2139.004150390625,2,stage2,xgb_regressor
num__lai_lag_48,2137.2177734375,2,stage2,xgb_regressor
cat__location_26039,1914.48193359375,2,stage2,xgb_regressor
num__gh_3_lag_24,1801.77099609375,2,stage2,xgb_regressor
num__sh2_roll_mean_6,1764.4112548828125,2,stage2,xgb_regressor
cat__location_26011,1711.7210693359375,2,stage2,xgb_regressor
num__pcdb_lag_48,1690.8759765625,2,stage2,xgb_regressor
num__pwat_roll_mean_6,1598.1671142578125,2,stage2,xgb_regressor
num__out_roll_mean_6,1540.67919921875,2,stage2,xgb_regressor
