feature,signal,fold_id,model_role,model_name
num__out_nonzero_rate_6,12471.8505859375,1,stage1,xgb_classifier
num__out_curr,8665.3837890625,1,stage1,xgb_classifier
num__tracked_lag_48,2421.075927734375,1,stage1,xgb_classifier
num__out_lag_48,1426.978759765625,1,stage1,xgb_classifier
num__tracked_curr,1191.830322265625,1,stage1,xgb_classifier
num__out_lag_24,1188.864990234375,1,stage1,xgb_classifier
num__tracked_roll_mean_6,964.7021484375,1,stage1,xgb_classifier
num__out_roll_std_6,894.4267578125,1,stage1,xgb_classifier
cat__location_26061,892.4646606445312,1,stage1,xgb_classifier
cat__location_26103,743.1856079101562,1,stage1,xgb_classifier
cat__location_26151,640.853515625,1,stage1,xgb_classifier
cat__location_26021,601.4609375,1,stage1,xgb_classifier
num__out_roll_max_6,577.424072265625,1,stage1,xgb_classifier
cat__location_26075,533.3212890625,1,stage1,xgb_classifier
num__gh_4_lag_24,474.1580505371094,1,stage1,xgb_classifier
cat__location_26121,473.8046875,1,stage1,xgb_classifier
cat__location_26087,441.7676086425781,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,430.3554992675781,1,stage1,xgb_classifier
num__tracked_lag_24,412.7072448730469,1,stage1,xgb_classifier
cat__location_26115,389.9690246582031,1,stage1,xgb_classifier
