feature,signal,fold_id,model_role,model_name
num__tracked_lag_48,12314.2607421875,1,stage1,xgb_classifier
num__out_curr,6227.72119140625,1,stage1,xgb_classifier
num__tracked_roll_mean_6,5861.62255859375,1,stage1,xgb_classifier
num__out_nonzero_rate_6,4204.82177734375,1,stage1,xgb_classifier
cat__location_26061,3862.35107421875,1,stage1,xgb_classifier
cat__location_26103,3729.74267578125,1,stage1,xgb_classifier
num__sdlwrf_lag_24,3319.35693359375,1,stage1,xgb_classifier
num__d2m_roll_mean_6,1723.1107177734375,1,stage1,xgb_classifier
cat__location_26059,1501.2916259765625,1,stage1,xgb_classifier
cat__location_26151,1405.1922607421875,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,1347.5997314453125,1,stage1,xgb_classifier
num__pwat_roll_mean_6,1345.8851318359375,1,stage1,xgb_classifier
num__out_lag_24,1288.48388671875,1,stage1,xgb_classifier
num__out_lag_48,1267.50048828125,1,stage1,xgb_classifier
cat__location_26087,1178.7340087890625,1,stage1,xgb_classifier
cat__location_26041,1121.166015625,1,stage1,xgb_classifier
num__pwat_curr,992.1137084960938,1,stage1,xgb_classifier
cat__location_26053,958.7908325195312,1,stage1,xgb_classifier
num__tracked_curr,893.7349243164062,1,stage1,xgb_classifier
cat__location_26121,867.751220703125,1,stage1,xgb_classifier
