feature,signal,fold_id,model_role,model_name
num__out_nonzero_rate_6,54633.96484375,1,stage1,xgb_classifier
num__out_curr,27034.763671875,1,stage1,xgb_classifier
num__out_roll_mean_6,9453.1279296875,1,stage1,xgb_classifier
num__out_lag_24,7473.009765625,1,stage1,xgb_classifier
num__tracked_lag_48,6623.31298828125,1,stage1,xgb_classifier
num__out_lag_48,5165.6982421875,1,stage1,xgb_classifier
num__tracked_roll_mean_6,4840.365234375,1,stage1,xgb_classifier
num__tracked_lag_24,3246.18798828125,1,stage1,xgb_classifier
num__tracked_roll_max_6,2483.07470703125,1,stage1,xgb_classifier
cat__location_26121,1664.2144775390625,1,stage1,xgb_classifier
cat__location_26087,1605.4678955078125,1,stage1,xgb_classifier
num__horizon_step,1586.751953125,1,stage1,xgb_classifier
cat__location_26063,1586.0775146484375,1,stage1,xgb_classifier
num__tracked_roll_sum_6,1533.7066650390625,1,stage1,xgb_classifier
cat__location_26075,1416.56494140625,1,stage1,xgb_classifier
cat__location_26077,1352.7791748046875,1,stage1,xgb_classifier
cat__location_26157,1315.1500244140625,1,stage1,xgb_classifier
num__target_hour,1308.7786865234375,1,stage1,xgb_classifier
cat__location_26161,1306.1455078125,1,stage1,xgb_classifier
num__tracked_curr,1272.685791015625,1,stage1,xgb_classifier
