feature,signal,fold_id,model_role,model_name
num__out_nonzero_rate_6,169177.15625,1,stage1,xgb_classifier
num__out_curr,58374.421875,1,stage1,xgb_classifier
num__out_roll_mean_6,35873.32421875,1,stage1,xgb_classifier
num__out_lag_24,18670.85546875,1,stage1,xgb_classifier
num__tracked_lag_24,16491.95703125,1,stage1,xgb_classifier
num__out_lag_48,14265.1123046875,1,stage1,xgb_classifier
num__tracked_roll_mean_6,14079.95703125,1,stage1,xgb_classifier
num__tracked_lag_48,9907.3037109375,1,stage1,xgb_classifier
num__tracked_roll_max_6,6034.419921875,1,stage1,xgb_classifier
cat__location_26063,4788.5771484375,1,stage1,xgb_classifier
num__out_roll_sum_6,4413.20654296875,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,4268.9111328125,1,stage1,xgb_classifier
num__tracked_curr,4040.497314453125,1,stage1,xgb_classifier
cat__location_26157,3998.604736328125,1,stage1,xgb_classifier
num__tracked_roll_sum_6,3792.535888671875,1,stage1,xgb_classifier
cat__location_26087,3652.59814453125,1,stage1,xgb_classifier
cat__location_26151,3645.36962890625,1,stage1,xgb_classifier
cat__location_26161,3442.43505859375,1,stage1,xgb_classifier
num__gh_4_lag_24,3409.806640625,1,stage1,xgb_classifier
cat__location_26121,3209.96875,1,stage1,xgb_classifier
