feature,signal,fold_id,model_role,model_name
num__tracked_lag_48,3.8458749297428896,1,stage1,logistic_enet
cat__location_26081,3.5885257073063084,1,stage1,logistic_enet
cat__location_26007,3.5291593652719166,1,stage1,logistic_enet
cat__location_26095,3.3128208977083853,1,stage1,logistic_enet
num__tracked_lag_24,3.2548800024546063,1,stage1,logistic_enet
cat__location_26115,2.2091867797799574,1,stage1,logistic_enet
cat__location_26119,2.207999767093173,1,stage1,logistic_enet
cat__location_26151,2.0708121328126907,1,stage1,logistic_enet
cat__location_26147,2.0378061595149224,1,stage1,logistic_enet
cat__location_26157,1.9433318009641665,1,stage1,logistic_enet
cat__location_26087,1.9314186794309764,1,stage1,logistic_enet
cat__location_26063,1.7439145754577576,1,stage1,logistic_enet
num__tracked_roll_mean_6,1.7436022876886483,1,stage1,logistic_enet
num__tracked_roll_sum_6,1.7436022876841761,1,stage1,logistic_enet
cat__location_26049,1.721651059007574,1,stage1,logistic_enet
cat__location_26079,1.6567353053130114,1,stage1,logistic_enet
num__tracked_roll_max_6,1.4664428805748373,1,stage1,logistic_enet
cat__location_26047,1.4317259601808812,1,stage1,logistic_enet
cat__location_26065,1.3041978422953289,1,stage1,logistic_enet
cat__location_26093,1.2168492383347542,1,stage1,logistic_enet
