feature,signal,fold_id,model_role,model_name
num__lai,0.673232928385995,1,stage1,logistic_enet
num__out_lag_24,0.3995634914049671,1,stage1,logistic_enet
num__veg,0.39637284752395646,1,stage1,logistic_enet
num__target_hour_sin,0.32842307004480925,1,stage1,logistic_enet
num__out_curr,0.29178469897272896,1,stage1,logistic_enet
num__out_lag_1,0.23715694272381724,1,stage1,logistic_enet
num__mdens,0.17478168059188803,1,stage1,logistic_enet
num__vstm,0.10672699801737363,1,stage1,logistic_enet
num__vucsh,0.07944398078768887,1,stage1,logistic_enet
num__origin_dow_sin,0.07759667654519788,1,stage1,logistic_enet
num__v,0.07529551011613023,1,stage1,logistic_enet
num__target_hour,0.06194599065556977,1,stage1,logistic_enet
num__target_dow,0.057139546592606325,1,stage1,logistic_enet
num__target_dow_cos,0.05446392044673077,1,stage1,logistic_enet
num__ustm,0.05297166525035219,1,stage1,logistic_enet
num__vvcsh,0.033500649569930104,1,stage1,logistic_enet
num__target_hour_cos,0.024468879970094903,1,stage1,logistic_enet
num__target_dow_sin,0.021534640933408965,1,stage1,logistic_enet
num__origin_hour_sin,0.013422180018647001,1,stage1,logistic_enet
num__unknown_2,0.010571494512574916,1,stage1,logistic_enet
