feature,signal,fold_id,model_role,model_name
num__out_curr,0.2920382140213521,1,stage2,elasticnet_regression
num__out_lag_24,0.2440558841787659,1,stage2,elasticnet_regression
num__veg,0.20705856767308345,1,stage2,elasticnet_regression
num__out_lag_1,0.1452884183254308,1,stage2,elasticnet_regression
num__unknown_2,0.12726048839402376,1,stage2,elasticnet_regression
num__target_dow,0.08886738116890734,1,stage2,elasticnet_regression
num__target_hour_sin,0.07175203696744102,1,stage2,elasticnet_regression
num__vvcsh,0.06343990684050814,1,stage2,elasticnet_regression
num__ustm,0.058281706892595736,1,stage2,elasticnet_regression
num__v,0.057553785976976184,1,stage2,elasticnet_regression
num__origin_dow_sin,0.05580245737723076,1,stage2,elasticnet_regression
num__target_dow_sin,0.05413252861120865,1,stage2,elasticnet_regression
num__target_hour_cos,0.046006841685786955,1,stage2,elasticnet_regression
num__target_dow_cos,0.045876102130336494,1,stage2,elasticnet_regression
num__lai,0.037942818279928126,1,stage2,elasticnet_regression
num__vstm,0.02891254479990453,1,stage2,elasticnet_regression
num__horizon_step,0.0271537100640888,1,stage2,elasticnet_regression
num__vucsh,0.016838353577636526,1,stage2,elasticnet_regression
num__origin_hour_sin,0.015100528943498073,1,stage2,elasticnet_regression
num__target_hour,0.014520783330501812,1,stage2,elasticnet_regression
