feature,signal,fold_id,model_role,model_name
num__out_curr,9499.4990234375,1,stage1,xgb_classifier
num__out_lag_1,3547.849609375,1,stage1,xgb_classifier
num__out_lag_24,1738.3218994140625,1,stage1,xgb_classifier
num__lai,672.9273681640625,1,stage1,xgb_classifier
num__target_hour_sin,502.3908386230469,1,stage1,xgb_classifier
num__veg,374.9140319824219,1,stage1,xgb_classifier
num__target_hour,317.7539367675781,1,stage1,xgb_classifier
num__horizon_step,310.523681640625,1,stage1,xgb_classifier
num__unknown_2,231.6542510986328,1,stage1,xgb_classifier
num__target_dow,225.0139923095703,1,stage1,xgb_classifier
num__mdens,218.35694885253906,1,stage1,xgb_classifier
num__vstm,212.1025390625,1,stage1,xgb_classifier
num__origin_hour_sin,204.47625732421875,1,stage1,xgb_classifier
num__target_dow_sin,201.4152374267578,1,stage1,xgb_classifier
num__v,181.1487274169922,1,stage1,xgb_classifier
num__vucsh,173.12387084960938,1,stage1,xgb_classifier
num__vvcsh,116.79032897949219,1,stage1,xgb_classifier
num__origin_dow_cos,116.2188720703125,1,stage1,xgb_classifier
num__origin_dow_sin,115.5204849243164,1,stage1,xgb_classifier
num__target_hour_cos,103.83992767333984,1,stage1,xgb_classifier
