feature,signal,fold_id,model_role,model_name
num__out_curr,3486.55078125,1,stage2,xgb_regressor
num__out_lag_1,2620.572509765625,1,stage2,xgb_regressor
num__out_lag_24,1552.7030029296875,1,stage2,xgb_regressor
num__veg,489.0323181152344,1,stage2,xgb_regressor
num__lai,430.8131103515625,1,stage2,xgb_regressor
num__origin_dow_sin,402.3670654296875,1,stage2,xgb_regressor
num__unknown_2,304.6287841796875,1,stage2,xgb_regressor
num__target_dow_sin,288.2800598144531,1,stage2,xgb_regressor
num__horizon_step,269.5214538574219,1,stage2,xgb_regressor
num__target_dow,263.6803283691406,1,stage2,xgb_regressor
num__target_hour_sin,263.3463134765625,1,stage2,xgb_regressor
num__vstm,262.5278625488281,1,stage2,xgb_regressor
num__origin_dow_cos,258.3388977050781,1,stage2,xgb_regressor
num__target_hour_cos,232.2763214111328,1,stage2,xgb_regressor
num__ustm,227.35638427734375,1,stage2,xgb_regressor
num__target_dow_cos,221.6918182373047,1,stage2,xgb_regressor
num__mdens,214.37457275390625,1,stage2,xgb_regressor
num__v,212.8643035888672,1,stage2,xgb_regressor
num__unknown,193.72747802734375,1,stage2,xgb_regressor
num__origin_hour_sin,168.64749145507812,1,stage2,xgb_regressor
