feature,signal,fold_id,model_role,model_name
num__tracked_roll_sum_6,20279.12890625,1,stage1,xgb_classifier
num__out_nonzero_rate_6,11909.5517578125,1,stage1,xgb_classifier
num__tracked_roll_mean_6,9826.2041015625,1,stage1,xgb_classifier
num__out_curr,9456.6884765625,1,stage1,xgb_classifier
num__tracked_lag_48,5306.32568359375,1,stage1,xgb_classifier
num__tracked_curr,1915.94140625,1,stage1,xgb_classifier
num__out_lag_24,1716.7100830078125,1,stage1,xgb_classifier
cat__location_26061,1490.91845703125,1,stage1,xgb_classifier
num__out_roll_mean_6,1173.6566162109375,1,stage1,xgb_classifier
num__out_roll_std_6,993.4376831054688,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,956.4346313476562,1,stage1,xgb_classifier
num__out_roll_max_6,929.74560546875,1,stage1,xgb_classifier
num__out_lag_48,877.239013671875,1,stage1,xgb_classifier
num__tracked_lag_24,857.6493530273438,1,stage1,xgb_classifier
cat__location_26087,853.068603515625,1,stage1,xgb_classifier
num__pwat_lag_24,717.571044921875,1,stage1,xgb_classifier
cat__location_26151,656.9886474609375,1,stage1,xgb_classifier
cat__location_26147,646.1686401367188,1,stage1,xgb_classifier
num__tracked_roll_max_6,638.8727416992188,1,stage1,xgb_classifier
num__gh_4_lag_24,625.8778076171875,1,stage1,xgb_classifier
