feature,signal,fold_id,model_role,model_name
num__out_nonzero_rate_6,8565.1103515625,1,stage1,xgb_classifier
num__out_curr,4821.31005859375,1,stage1,xgb_classifier
num__out_roll_mean_6,1408.684326171875,1,stage1,xgb_classifier
num__tracked_curr,964.5331420898438,1,stage1,xgb_classifier
num__tracked_roll_mean_6,776.811279296875,1,stage1,xgb_classifier
num__tracked_lag_48,771.9791870117188,1,stage1,xgb_classifier
num__out_lag_24,644.65087890625,1,stage1,xgb_classifier
num__out_lag_48,616.235595703125,1,stage1,xgb_classifier
num__tracked_roll_sum_6,565.6458129882812,1,stage1,xgb_classifier
num__tracked_lag_24,353.9447021484375,1,stage1,xgb_classifier
num__tracked_roll_max_6,328.6485595703125,1,stage1,xgb_classifier
cat__location_26061,319.30938720703125,1,stage1,xgb_classifier
cat__location_26087,282.8166809082031,1,stage1,xgb_classifier
cat__location_26121,246.023193359375,1,stage1,xgb_classifier
num__horizon_step,226.84327697753906,1,stage1,xgb_classifier
num__pwat_lag_48,218.475341796875,1,stage1,xgb_classifier
cat__location_26147,206.24082946777344,1,stage1,xgb_classifier
num__sh2_curr,198.5852813720703,1,stage1,xgb_classifier
cat__location_26027,197.7421875,1,stage1,xgb_classifier
num__gh_4_lag_24,197.570068359375,1,stage1,xgb_classifier
