feature,signal,fold_id,model_role,model_name
num__out_nonzero_rate_6,11174.65234375,1,stage1,xgb_classifier
num__out_curr,5783.9921875,1,stage1,xgb_classifier
num__out_roll_mean_6,1914.985595703125,1,stage1,xgb_classifier
num__tracked_roll_sum_6,1067.2337646484375,1,stage1,xgb_classifier
num__tracked_curr,1061.0484619140625,1,stage1,xgb_classifier
num__tracked_roll_mean_6,916.9141235351562,1,stage1,xgb_classifier
num__tracked_lag_48,784.0811157226562,1,stage1,xgb_classifier
num__out_lag_48,770.6268310546875,1,stage1,xgb_classifier
num__out_lag_24,726.3391723632812,1,stage1,xgb_classifier
num__tracked_roll_max_6,381.09698486328125,1,stage1,xgb_classifier
num__tracked_lag_24,365.721923828125,1,stage1,xgb_classifier
cat__location_26061,339.46710205078125,1,stage1,xgb_classifier
cat__location_26087,301.37945556640625,1,stage1,xgb_classifier
num__gh_4_lag_24,288.37579345703125,1,stage1,xgb_classifier
num__gh_4_roll_mean_6,278.9289245605469,1,stage1,xgb_classifier
num__horizon_step,258.7025146484375,1,stage1,xgb_classifier
cat__location_26121,246.59716796875,1,stage1,xgb_classifier
num__pwat_lag_48,244.00955200195312,1,stage1,xgb_classifier
cat__location_26059,234.4423065185547,1,stage1,xgb_classifier
cat__location_26093,220.29449462890625,1,stage1,xgb_classifier
