feature,signal
cat__location_26061,7.3254481921423595
cat__location_26007,4.738511522497992
cat__location_26095,4.689584149535104
cat__location_26081,3.7784102460739315
cat__location_26083,3.0046573335092126
cat__location_26153,2.8654407946067804
cat__location_26115,2.7046073679010414
cat__location_26147,2.694063815134169
cat__location_26087,2.240202802679211
cat__location_26119,2.2388574573732374
cat__location_26093,2.237048614881667
cat__location_26033,2.0351798233713176
cat__location_26079,1.9929887047026056
cat__location_26097,1.879961280413998
cat__location_26151,1.7490579888470192
cat__location_26065,1.7359822747536773
cat__location_26049,1.642217518164565
cat__location_26141,1.5393558526533102
cat__location_26047,1.3074674794178267
cat__location_26103,1.2763637332893485
