feature,signal,fold_id,model_role,model_name
num__tracked_roll_max_6,13427.9443359375,1,stage2,xgb_regressor
num__tracked_curr,12435.4853515625,1,stage2,xgb_regressor
num__tracked_lag_48,6285.27294921875,1,stage2,xgb_regressor
num__pwat_lag_24,4109.259765625,1,stage2,xgb_regressor
num__d2m_roll_mean_6,3610.659423828125,1,stage2,xgb_regressor
num__pwat_lag_48,3549.733642578125,1,stage2,xgb_regressor
num__sh2_roll_mean_6,2930.00732421875,1,stage2,xgb_regressor
cat__location_26099,2772.558837890625,1,stage2,xgb_regressor
num__tracked_roll_sum_6,2769.124755859375,1,stage2,xgb_regressor
num__sh2_lag_24,2695.955322265625,1,stage2,xgb_regressor
num__tracked_lag_24,2415.712646484375,1,stage2,xgb_regressor
cat__location_26161,2401.78564453125,1,stage2,xgb_regressor
cat__location_26039,2184.869140625,1,stage2,xgb_regressor
cat__location_26147,2149.540771484375,1,stage2,xgb_regressor
num__tracked_roll_mean_6,2138.79443359375,1,stage2,xgb_regressor
num__pwat_roll_mean_6,2134.050537109375,1,stage2,xgb_regressor
num__out_curr,1586.8599853515625,1,stage2,xgb_regressor
cat__location_26085,1477.9864501953125,1,stage2,xgb_regressor
cat__location_26011,1433.041015625,1,stage2,xgb_regressor
num__target_dow,1322.4342041015625,1,stage2,xgb_regressor
