horizon,fold_id,classifier_name,classifier_params,regressor_name,regressor_params,avg_county_rmse_expected,avg_county_rmse_hard_gate,overall_rmse_expected,overall_mae_expected,zero_baseline_rmse,zero_baseline_avg_county_rmse,stage1_roc_auc,stage1_average_precision,stage1_brier_score,stage1_log_loss,stage1_precision,stage1_recall,stage1_f1,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage2_positive_rows_train,stage2_positive_rows_valid,stage2_positive_rmse,stage2_positive_mae,stage2_fallback_only,pair_tag,two_stage_model_path,stage1_model_path,stage2_model_path
24,1,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",70.37278125964053,70.42760949871418,175.24039767243414,32.66457780939568,208.41796273055502,75.63988735537112,0.8706756427042204,0.8025970298534185,0.13148317199123288,0.4047972738327767,0.7395264116575592,0.6236559139784946,0.6766666666666666,1198,143,245,406,139847,651,305.52265763426425,96.3359102828541,False,h24__clf_xgbc01__reg_enet01,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_enet01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_enet01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_enet01_f01_stage2_regressor.joblib
24,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",70.57827609679957,70.52923768372888,175.0958748622495,33.146103357978056,208.41796273055502,75.63988735537112,0.8562619775003408,0.7947064797658854,0.1454357725907923,0.4340903557655735,0.6375176304654443,0.6943164362519201,0.6647058823529411,1084,257,199,452,139847,651,305.52265763426425,96.3359102828541,False,h24__clf_logen01__reg_enet01,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_enet01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_enet01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_enet01_f01_stage2_regressor.joblib
24,1,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",71.19103556402608,71.36176569078657,185.9342843941148,32.279482093756556,208.41796273055502,75.63988735537112,0.8706756427042204,0.8025970298534185,0.13148317199123288,0.4047972738327767,0.7395264116575592,0.6236559139784946,0.6766666666666666,1198,143,245,406,139847,651,323.52789869547894,95.62112818408855,False,h24__clf_xgbc01__reg_xgbr01,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_stage2_regressor.joblib
24,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",71.32732411829053,71.49317188644336,185.8666745509515,32.5737371894594,208.41796273055502,75.63988735537112,0.8562619775003408,0.7947064797658854,0.1454357725907923,0.4340903557655735,0.6375176304654443,0.6943164362519201,0.6647058823529411,1084,257,199,452,139847,651,323.52789869547894,95.62112818408855,False,h24__clf_logen01__reg_xgbr01,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_xgbr01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h24__clf_logen01__reg_xgbr01_f01_stage2_regressor.joblib
48,1,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",64.60385334816134,65.1003423243606,168.4370272210243,29.927638707755424,195.502004812079,70.48821561534488,0.858822677395757,0.7991988235445799,0.13179038146546718,0.41419033357112695,0.7284172661870504,0.648,0.6858594411515665,2432,302,440,810,275398,1250,299.81178687132046,91.81673452968597,False,h48__clf_xgbc01__reg_xgbr01,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_xgbr01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_xgbr01_f01_stage2_regressor.joblib
48,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",64.79848138293445,65.10233902355277,168.157094686592,30.334906376401296,195.502004812079,70.48821561534488,0.8631613752743232,0.7980696672859655,0.14112041105802942,0.4308454157735701,0.6576125804145818,0.736,0.6946017365043413,2255,479,330,920,275398,1250,299.81178687132046,91.81673452968597,False,h48__clf_logen01__reg_xgbr01,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_xgbr01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_xgbr01_f01_stage2_regressor.joblib
48,1,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",96.02499258579051,97.25066307200245,392.3716613733882,63.14753712992325,195.502004812079,70.48821561534488,0.858822677395757,0.7991988235445799,0.13179038146546718,0.41419033357112695,0.7284172661870504,0.648,0.6858594411515665,2432,302,440,810,275398,1250,714.3997801906945,200.2067091490596,False,h48__clf_xgbc01__reg_enet01,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_enet01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_enet01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h48__clf_xgbc01__reg_enet01_f01_stage2_regressor.joblib
48,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",97.26616613448503,97.35210249594367,400.2822970081734,64.59998572890727,195.502004812079,70.48821561534488,0.8631613752743232,0.7980696672859655,0.14112041105802942,0.4308454157735701,0.6576125804145818,0.736,0.6946017365043413,2255,479,330,920,275398,1250,714.3997801906945,200.2067091490596,False,h48__clf_logen01__reg_enet01,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_enet01_f01_two_stage.joblib,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_enet01_f01_stage1_classifier.joblib,results/run_20260418_020817/models/pair_h48__clf_logen01__reg_enet01_f01_stage2_regressor.joblib
