feature,signal,fold_id,model_role,model_name
num__tracked_curr,11608.443359375,1,stage2,xgb_regressor
num__tracked_roll_max_6,11274.3798828125,1,stage2,xgb_regressor
num__tracked_lag_48,4853.158203125,1,stage2,xgb_regressor
num__pwat_lag_24,4434.42138671875,1,stage2,xgb_regressor
num__pwat_lag_48,2382.51318359375,1,stage2,xgb_regressor
num__d2m_lag_24,2320.64208984375,1,stage2,xgb_regressor
num__sh2_roll_mean_6,2290.403564453125,1,stage2,xgb_regressor
cat__location_26161,2286.414306640625,1,stage2,xgb_regressor
num__tracked_roll_sum_6,2201.99365234375,1,stage2,xgb_regressor
num__tracked_lag_24,2104.73974609375,1,stage2,xgb_regressor
num__tracked_roll_mean_6,2097.121826171875,1,stage2,xgb_regressor
cat__location_26099,2027.669677734375,1,stage2,xgb_regressor
num__sh2_lag_24,2001.7255859375,1,stage2,xgb_regressor
cat__location_26147,1914.8299560546875,1,stage2,xgb_regressor
cat__location_26039,1756.67431640625,1,stage2,xgb_regressor
num__pwat_curr,1607.3006591796875,1,stage2,xgb_regressor
num__pwat_roll_mean_6,1553.599609375,1,stage2,xgb_regressor
num__out_curr,1523.4473876953125,1,stage2,xgb_regressor
cat__location_26011,1477.26806640625,1,stage2,xgb_regressor
cat__location_26117,1334.206298828125,1,stage2,xgb_regressor
