feature,signal,fold_id,model_role,model_name
cat__location_26061,6.47162650180528,1,stage1,logistic_enet
cat__location_26007,4.047128011050111,1,stage1,logistic_enet
cat__location_26095,3.91615639958069,1,stage1,logistic_enet
cat__location_26081,3.442658743657528,1,stage1,logistic_enet
cat__location_26153,2.741584068024379,1,stage1,logistic_enet
cat__location_26083,2.6088267942318577,1,stage1,logistic_enet
cat__location_26115,2.470024827573542,1,stage1,logistic_enet
cat__location_26147,2.4319945227268462,1,stage1,logistic_enet
cat__location_26119,2.1781507809462393,1,stage1,logistic_enet
cat__location_26093,2.0929263919661367,1,stage1,logistic_enet
cat__location_26087,2.049419039382349,1,stage1,logistic_enet
cat__location_26079,1.956761185397689,1,stage1,logistic_enet
cat__location_26033,1.896415825335855,1,stage1,logistic_enet
cat__location_26097,1.771764951975133,1,stage1,logistic_enet
cat__location_26141,1.6229495461489303,1,stage1,logistic_enet
cat__location_26065,1.581789405370872,1,stage1,logistic_enet
cat__location_26151,1.571513997816731,1,stage1,logistic_enet
cat__location_26049,1.503257077809997,1,stage1,logistic_enet
cat__location_26047,1.2940886706913044,1,stage1,logistic_enet
num__tracked_lag_24,1.242442107776521,1,stage1,logistic_enet
