horizon,fold_id,classifier_name,classifier_params,regressor_name,regressor_params,avg_county_rmse_expected,avg_county_rmse_hard_gate,overall_rmse_expected,overall_mae_expected,zero_baseline_rmse,zero_baseline_avg_county_rmse,stage1_roc_auc,stage1_average_precision,stage1_brier_score,stage1_log_loss,stage1_precision,stage1_recall,stage1_f1,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage2_positive_rows_train,stage2_positive_rows_valid,stage2_positive_rmse,stage2_positive_mae,stage2_fallback_only,pair_tag,two_stage_model_path,stage1_model_path,stage2_model_path
24,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",52.312126211226975,51.85977079431789,116.47793542804474,24.609892000897375,118.67785696978085,51.58352361690991,0.8917861053762025,0.7968725674004864,0.1472289601331859,0.4586740780768954,0.5914786967418546,0.8383658969804618,0.6936076414401176,1103,326,91,472,128319,563,218.37556844107823,77.36818798995623,False,h24__clf_logen01__reg_enet01,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f01_two_stage.joblib,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f01_stage1_classifier.joblib,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f01_stage2_regressor.joblib
24,2,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",75.436689903282,75.34835627257584,179.9457232399366,35.7223538029865,223.30736438955685,82.99678053203114,0.8493229916862002,0.7734746507376313,0.14516917810871952,0.43715192818479887,0.655831739961759,0.6435272045028143,0.6496212121212122,991,180,190,343,139635,533,320.9472695530956,109.0808371253539,False,h24__clf_logen01__reg_enet01,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f02_two_stage.joblib,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f02_stage1_classifier.joblib,results/run_20260417_221819/models/pair_h24__clf_logen01__reg_enet01_f02_stage2_regressor.joblib
