horizon,fold_id,classifier_name,classifier_params,regressor_name,regressor_params,avg_county_rmse_expected,avg_county_rmse_hard_gate,overall_rmse_expected,overall_mae_expected,zero_baseline_rmse,zero_baseline_avg_county_rmse,stage1_roc_auc,stage1_average_precision,stage1_brier_score,stage1_log_loss,stage1_precision,stage1_recall,stage1_f1,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage2_positive_rows_train,stage2_positive_rows_valid,stage2_positive_rmse,stage2_positive_mae,stage2_fallback_only,pair_tag,two_stage_model_path,stage1_model_path,stage2_model_path
24,1,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",50.578393730868,49.93036273548943,116.22343544475189,18.143934804213096,118.67785696978085,51.58352361690991,0.9034656388163481,0.8279385319915326,0.14841555921857347,0.47033345940614024,1.0,0.1705150976909414,0.291350531107739,1429,0,467,96,128319,563,215.71963425240793,60.48200517776381,False,h24__clf_xgbc01__reg_xgbr01,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_two_stage.joblib,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f01_stage2_regressor.joblib
24,2,xgb_classifier,"{""n_estimators"": 150, ""learning_rate"": 0.08, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",79.58875845263157,77.66270872046051,208.44145511454647,36.754450638284425,223.30736438955685,82.99678053203114,0.8575006048293419,0.7824226979909652,0.16699743836721156,0.5138536041929769,0.9652777777777778,0.2607879924953096,0.41063515509601184,1166,5,394,139,139635,533,353.59680195392997,108.09706083337093,False,h24__clf_xgbc01__reg_xgbr01,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f02_two_stage.joblib,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f02_stage1_classifier.joblib,results/run_20260417_221819/models/pair_h24__clf_xgbc01__reg_xgbr01_f02_stage2_regressor.joblib
