horizon,fold_id,classifier_name,classifier_params,regressor_name,regressor_params,avg_county_rmse_expected,avg_county_rmse_hard_gate,overall_rmse_expected,overall_mae_expected,zero_baseline_rmse,zero_baseline_avg_county_rmse,stage1_roc_auc,stage1_average_precision,stage1_brier_score,stage1_log_loss,stage1_precision,stage1_recall,stage1_f1,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage2_positive_rows_train,stage2_positive_rows_valid,stage2_positive_rmse,stage2_positive_mae,stage2_fallback_only
48,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",55.670726186488835,55.316714903240836,119.69893409830074,21.729499709219628,125.95828060836358,58.03736912483677,0.8901715158045977,0.7987523644777106,0.12825451938709226,0.4065516809013493,0.6973886328725039,0.7566666666666667,0.7258193445243805,2390,394,292,908,257317,1200,217.55329236727746,68.1411635345393,False
48,2,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",elasticnet_regression,"{""alpha"": 0.0005, ""l1_ratio"": 0.1, ""max_iter"": 4000}",123.16063485136115,122.94784345915335,575.7475327120059,89.03247983294607,203.62405966741406,74.66979454692638,0.8446028093334599,0.7692676812761393,0.1604295943389228,0.4830082272503989,0.6069364161849711,0.7540394973070018,0.6725380304243395,1990,544,274,840,275398,1114,1041.681464952086,282.012200290272,False
