pair_tag,horizon,fold_id,classifier_name,classifier_params,regressor_name,regressor_params,two_stage_model_path,stage1_model_path,stage2_model_path,avg_county_rmse_expected,avg_county_rmse_hard_gate,overall_rmse_expected,overall_mae_expected,zero_baseline_rmse,zero_baseline_avg_county_rmse,stage1_roc_auc,stage1_average_precision,stage1_brier_score,stage1_log_loss,stage1_precision,stage1_recall,stage1_f1,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage2_positive_rows_train,stage2_positive_rows_valid,stage2_positive_rmse,stage2_positive_mae,stage2_fallback_only
h48__clf_logen01__reg_xgbr01,48,1,logistic_enet,"{""C"": 0.5, ""l1_ratio"": 0.15, ""class_weight"": ""balanced"", ""max_iter"": 250}",xgb_regressor,"{""n_estimators"": 200, ""learning_rate"": 0.06, ""max_depth"": 5, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""min_child_weight"": 6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""early_stopping_rounds"": 15}",results/run_20260419_203951/models/pair_h48__clf_logen01__reg_xgbr01_f01_two_stage.joblib,results/run_20260419_203951/models/pair_h48__clf_logen01__reg_xgbr01_f01_stage1_classifier.joblib,results/run_20260419_203951/models/pair_h48__clf_logen01__reg_xgbr01_f01_stage2_regressor.joblib,73.54942662858213,72.5742532861561,202.06606108700944,38.21245598098301,209.92488138211053,75.35610997065699,0.6691930305737774,0.5348132728243952,0.22340683818623008,0.6350141516630551,0.4534501642935378,0.616530156366344,0.5225623224992111,1643,998,515,828,251115,1343,340.80961651583476,105.02608028890833,False
