feature,signal,fold_id,model_role,model_name
num__lai,0.6731677167896096,1,stage1,logistic_enet
num__out_lag_24,0.3986980221254012,1,stage1,logistic_enet
num__veg,0.39649954676605925,1,stage1,logistic_enet
num__target_hour_sin,0.32841391003479403,1,stage1,logistic_enet
num__out_curr,0.29008087409051153,1,stage1,logistic_enet
num__out_lag_1,0.24227901712581293,1,stage1,logistic_enet
num__mdens,0.1779861176615169,1,stage1,logistic_enet
num__vstm,0.10356883285378599,1,stage1,logistic_enet
num__vucsh,0.08183474147477646,1,stage1,logistic_enet
num__origin_dow_sin,0.0743376785362876,1,stage1,logistic_enet
num__v,0.07315170235379304,1,stage1,logistic_enet
num__target_hour,0.06193666352244921,1,stage1,logistic_enet
num__target_dow,0.05961299956927116,1,stage1,logistic_enet
num__target_dow_cos,0.05394402166685633,1,stage1,logistic_enet
num__ustm,0.05183236296820943,1,stage1,logistic_enet
num__vvcsh,0.033710485661594916,1,stage1,logistic_enet
num__target_hour_cos,0.024357590572781168,1,stage1,logistic_enet
num__target_dow_sin,0.022372898773653886,1,stage1,logistic_enet
num__unknown_2,0.015458878234556661,1,stage1,logistic_enet
num__origin_hour_sin,0.01321481156695049,1,stage1,logistic_enet
