feature,signal,fold_id,model_role,model_name
num__out_curr,0.41296578303432896,1,stage2,elasticnet_regression
num__out_lag_24,0.25358158679541093,1,stage2,elasticnet_regression
num__veg,0.21125405362683713,1,stage2,elasticnet_regression
num__unknown_2,0.1721397207902453,1,stage2,elasticnet_regression
num__out_lag_1,0.08277950746630895,1,stage2,elasticnet_regression
num__origin_dow_sin,0.08267253981071354,1,stage2,elasticnet_regression
num__vvcsh,0.07363578871640965,1,stage2,elasticnet_regression
num__vstm,0.06788743404824979,1,stage2,elasticnet_regression
num__target_hour_sin,0.063356498336744,1,stage2,elasticnet_regression
num__ustm,0.056280311542270645,1,stage2,elasticnet_regression
num__target_dow_sin,0.053840562164024525,1,stage2,elasticnet_regression
num__target_dow,0.048635984632954085,1,stage2,elasticnet_regression
num__lai,0.0448751276763122,1,stage2,elasticnet_regression
num__target_hour_cos,0.0448322668675979,1,stage2,elasticnet_regression
num__target_dow_cos,0.04425492089838052,1,stage2,elasticnet_regression
num__v,0.032292779597093625,1,stage2,elasticnet_regression
num__vucsh,0.018902667394334518,1,stage2,elasticnet_regression
num__origin_hour_sin,0.017213377584863736,1,stage2,elasticnet_regression
num__origin_hour_cos,0.012317160363089526,1,stage2,elasticnet_regression
num__target_hour,0.0097916412443884,1,stage2,elasticnet_regression
