feature,signal,fold_id,model_role,model_name
num__out_curr,16885.451171875,1,stage1,xgb_classifier
num__out_lag_1,4457.6591796875,1,stage1,xgb_classifier
num__out_lag_24,2059.742919921875,1,stage1,xgb_classifier
num__lai,854.1056518554688,1,stage1,xgb_classifier
num__target_hour_sin,613.7531127929688,1,stage1,xgb_classifier
num__veg,428.5247802734375,1,stage1,xgb_classifier
num__target_hour,300.2190856933594,1,stage1,xgb_classifier
num__horizon_step,292.0854797363281,1,stage1,xgb_classifier
num__unknown_2,235.30908203125,1,stage1,xgb_classifier
num__target_dow,233.54464721679688,1,stage1,xgb_classifier
num__mdens,223.1465606689453,1,stage1,xgb_classifier
num__vstm,222.1006622314453,1,stage1,xgb_classifier
num__origin_hour_sin,215.09776306152344,1,stage1,xgb_classifier
num__origin_dow_cos,213.6448974609375,1,stage1,xgb_classifier
num__vucsh,192.85182189941406,1,stage1,xgb_classifier
num__target_dow_sin,176.64418029785156,1,stage1,xgb_classifier
num__v,175.9737548828125,1,stage1,xgb_classifier
num__target_hour_cos,164.77847290039062,1,stage1,xgb_classifier
num__origin_dow_sin,141.3880615234375,1,stage1,xgb_classifier
num__origin_hour_cos,115.93633270263672,1,stage1,xgb_classifier
