feature,signal,fold_id,model_role,model_name
num__lai,0.6859252871431724,1,stage1,logistic_enet
num__out_lag_24,0.4174057061533726,1,stage1,logistic_enet
num__veg,0.4163730682512696,1,stage1,logistic_enet
num__out_curr,0.41362903971653525,1,stage1,logistic_enet
num__target_hour_sin,0.33099173257608705,1,stage1,logistic_enet
num__out_lag_1,0.28108126726694044,1,stage1,logistic_enet
num__mdens,0.2357654313078509,1,stage1,logistic_enet
num__target_dow_cos,0.10712421320364042,1,stage1,logistic_enet
num__origin_dow_sin,0.09650492307291215,1,stage1,logistic_enet
num__vucsh,0.0944924765949394,1,stage1,logistic_enet
num__target_hour,0.06603561453131854,1,stage1,logistic_enet
num__vstm,0.06276129096967667,1,stage1,logistic_enet
num__unknown_2,0.061862105448207916,1,stage1,logistic_enet
num__origin_dow_cos,0.05920793724899745,1,stage1,logistic_enet
num__target_dow,0.03894697935063192,1,stage1,logistic_enet
num__v,0.03618895761084294,1,stage1,logistic_enet
num__target_dow_sin,0.03332554508080333,1,stage1,logistic_enet
num__ustm,0.023831718145556825,1,stage1,logistic_enet
num__vvcsh,0.023717414577030412,1,stage1,logistic_enet
num__target_hour_cos,0.023533434636536482,1,stage1,logistic_enet
